age,y
0.2125698425706027,0
0.06549066339509968,0
0.11183742706569218,0
0.3389510752412596,0
0.28229685919172315,0
0.13154422408373767,0
0.2611714500396042,0
0.3309357196078261,0
0.06700814774304348,0
0.08937935518091908,0
0.1043435809298002,0
0.10087437586909404,0
0.12552740776966148,0
0.2424516498732457,0
0.5995257606846857,0
0.14465359268224182,0
0.1840987448654017,0
0.08117605121093023,0
0.08746633768301848,0
0.3048637061387354,0
0.2528178034792139,0
0.2449269250628582,0
0.8087693101032827,0
0.09544271444636666,0
0.3624253105654255,0
0.5663051603216703,0
0.3808297965366813,0
0.12431650743634524,0
0.2558336916179608,0
0.12568178401081456,0
0.20935613856625532,0
0.5264984863190277,0
0.23162732826852936,0
0.1952625193104036,0
0.06769958013154499,0
0.22809896167307986,0
0.18466266573792675,0
0.2150106516689694,0
0.08639281241699792,0
0.1122215382480298,0
0.10480917604606664,0
0.14591184122031844,0
0.4354261403356954,0
0.4536884840565304,0
0.1823211376388292,0
0.7654419551793881,0
0.05710442132154614,0
0.1841877806143746,0
0.2392383060061503,0
0.8090652856640129,0
0.10440804090337197,0
0.12131180312177872,0
0.15742782689164495,0
0.20311949561559467,0
0.06584151270200768,0
0.11206414760768,0
0.3095675949321825,0
0.1526859363971727,0
0.1119253947956582,0
0.4522245484861708,0
0.06996549341382126,0
0.08897354964442421,0
0.26649971370708203,0
0.1601046603546295,0
0.20263376647558626,0
0.20530086447273715,0
0.35039081413150264,0
0.14840258457342606,0
0.3777446765084192,0
0.1636897351685188,0
0.11536905017509425,0
0.9647574015265818,0
0.14858203564726588,0
0.5806476580391742,0
0.4694365614836676,0
0.3159824606556367,0
0.15748388468129176,0
0.1549144928460347,0
0.18909573195030627,0
0.7318229659941572,0
0.08668360091061192,0
0.15614602337721112,0
0.07148783422828088,0
0.4724885505968326,0
0.4467902373921406,0
0.0338214657819907,0
0.3193901920049511,0
0.28762947737226713,0
0.3420294157946919,0
0.4817973037865586,0
0.03531983846429379,1
0.18212874647461744,0
0.08005798297711697,0
0.6141161180887574,0
0.16593630580550536,0
0.17100590509242775,0
0.4608980128252179,0
0.7277741218357473,0
0.05561793354925049,0
0.12904797918187533,0
0.04392945135458808,1
0.11609477201673753,0
0.2774372192387189,0
0.2898584548081168,0
0.11869558135485506,0
0.08758797429598138,0
0.2813111524087998,0
0.13452449788399273,0
0.209952085963287,0
0.3951304912454703,0
0.1371551996513641,0
0.5751797717724086,0
0.5388838140654806,0
0.5018985136799424,0
0.15118003007414554,0
0.16225089947291665,0
0.349112983423716,0
0.061972178599819225,1
0.36380232342997293,0
0.09289457809202477,0
0.10270002255790747,0
0.27995438152125124,0
0.33702631463577937,0
0.19094542765185654,0
0.07894215794589632,0
0.08825785850537057,0
0.15608273394726604,0
0.2951165687049154,0
0.07989731803111873,0
0.6639539914024989,0
0.12770589218420508,0
0.16064477973189484,0
0.25116297655470465,0
0.16659248018516282,0
0.08691716459479959,0
0.22549608203961155,0
0.5667453867707718,0
0.2409301138377233,0
0.17973841118992334,0
0.11459994509390613,0
0.15001775463106176,0
0.34199701316023584,0
0.13711612552425545,0
0.1613880301474576,0
0.7495403892551636,0
0.18316919735064768,0
0.11162447800272082,0
0.14341268285986458,0
0.18664463393009584,0
0.039454323513952866,1
0.3732338175823095,0
0.06857064689176985,0
0.10965980056699952,0
0.3053347624379488,0
0.1730174908935151,0
0.3063708978461578,0
0.17680637415044326,0
0.035609044841194024,1
0.08999032655981427,0
0.30317797097400284,0
0.12200063861129615,0
0.19032088984663945,0
0.29080080483815696,0
0.2914152926350225,0
0.1287531010037599,0
0.4458963213705229,0
0.2014278008549328,0
0.2871898429003063,0
0.11084376569951283,0
0.26846013612201064,0
0.17727314651725504,0
0.18775377406498295,0
0.8146424094943296,0
0.2732207969757444,0
0.028020224899153272,1
0.2392457949647374,0
0.5537480345509005,0
0.8171273238421275,0
0.09810272919332337,0
0.058284669488490586,0
0.14565268063490944,0
0.1657560367542396,0
0.3651681216969889,0
0.1277920763022877,0
0.16432991417058124,0
0.023631200586098203,1
0.2076735399673625,0
0.117357070027673,0
0.10245773503501314,0
0.2571846032096332,0
0.07260030289271548,0
0.5028598898636201,0
0.29721504670685484,0
0.10035347214982214,0
0.08988179541073088,0
0.12269453303068666,0
0.17232895531057366,0
0.24785771543160826,0
0.2179378004141854,0
0.15133934174384142,0
0.0999527710829468,0
0.468034510172658,0
0.11981321824958915,0
0.4381351883290896,0
0.036813371963427904,1
0.15000814313777636,0
0.4058689061231815,0
0.30604410045683744,0
0.7069249822939204,0
0.3530657819434638,0
0.13985320240450194,0
0.6602941699285736,0
0.0407301407687408,1
0.5640760748177662,0
0.09480646243941553,0
0.02907844270722412,1
0.20257673255678385,0
0.10393586471105157,0
0.7741780814404526,0
0.03412935094066563,1
0.6817716174895075,0
0.09052271277262446,0
0.3659965687982512,0
0.15153354176296646,0
0.09974060462820544,0
0.1691542288557214,0
0.3041126349068053,0
0.56603931014178,0
0.4583171879918352,0
0.10886424914674288,0
0.11468446043929205,0
0.044876289077952006,0
0.11530587172156075,0
0.2364946392657947,0
0.14614635440395682,0
0.19686107372510056,0
0.2440026036589127,0
0.24875549677025194,0
0.06794675615109351,0
0.5052030537546388,0
0.2847670330921737,0
0.3401673068432423,0
0.0859845427794842,0
0.1015974262587803,0
